rootsid,Outflows,Inflows,NetflowRatio,year,Period
105,1,1,0.0,1670,1670 - 1679
106,1,63,0.97,1670,1670 - 1679
107,16,18,0.06,1670,1670 - 1679
109,730,935,0.12,1670,1670 - 1679
110,42,72,0.26,1670,1670 - 1679
113,3,7,0.4,1670,1670 - 1679
116,0,1,1.0,1670,1670 - 1679
117,0,3,1.0,1670,1670 - 1679
118,15,24,0.23,1670,1670 - 1679
119,2,3,0.2,1670,1670 - 1679
121,10,9,-0.05,1670,1670 - 1679
122,2,104,0.96,1670,1670 - 1679
123,130,145,0.05,1670,1670 - 1679
124,119,248,0.35,1670,1670 - 1679
125,1164,1592,0.16,1670,1670 - 1679
126,0,4,1.0,1670,1670 - 1679
127,1,0,-1.0,1670,1670 - 1679
128,19,22,0.07,1670,1670 - 1679
129,2,3,0.2,1670,1670 - 1679
131,0,17,1.0,1670,1670 - 1679
133,160,188,0.08,1670,1670 - 1679
134,260,400,0.21,1670,1670 - 1679
135,4,16,0.6,1670,1670 - 1679
136,322,511,0.23,1670,1670 - 1679
137,63,97,0.21,1670,1670 - 1679
138,5,6,0.09,1670,1670 - 1679
139,4,4,0.0,1670,1670 - 1679
141,6,9,0.2,1670,1670 - 1679
142,55,184,0.54,1670,1670 - 1679
143,1,3,0.5,1670,1670 - 1679
144,315,370,0.08,1670,1670 - 1679
145,7,27,0.59,1670,1670 - 1679
147,0,1,1.0,1670,1670 - 1679
148,1,3,0.5,1670,1670 - 1679
149,0,1,1.0,1670,1670 - 1679
151,2,3,0.2,1670,1670 - 1679
152,219,421,0.32,1670,1670 - 1679
153,20,18,-0.05,1670,1670 - 1679
154,2,6,0.5,1670,1670 - 1679
101,1,4,0.6,1690,1690 - 1699
102,2,2,0.0,1690,1690 - 1699
105,1,2,0.33,1690,1690 - 1699
106,8,43,0.69,1690,1690 - 1699
107,10,12,0.09,1690,1690 - 1699
109,617,853,0.16,1690,1690 - 1699
110,116,167,0.18,1690,1690 - 1699
113,3,11,0.57,1690,1690 - 1699
116,1,0,-1.0,1690,1690 - 1699
117,1,1,0.0,1690,1690 - 1699
118,10,16,0.23,1690,1690 - 1699
119,0,2,1.0,1690,1690 - 1699
121,12,9,-0.14,1690,1690 - 1699
122,2,100,0.96,1690,1690 - 1699
123,122,129,0.03,1690,1690 - 1699
124,125,181,0.18,1690,1690 - 1699
125,1151,1283,0.05,1690,1690 - 1699
126,4,7,0.27,1690,1690 - 1699
127,0,1,1.0,1690,1690 - 1699
128,12,13,0.04,1690,1690 - 1699
129,2,5,0.43,1690,1690 - 1699
130,3,8,0.45,1690,1690 - 1699
131,1,18,0.89,1690,1690 - 1699
133,156,162,0.02,1690,1690 - 1699
134,317,540,0.26,1690,1690 - 1699
135,4,40,0.82,1690,1690 - 1699
136,401,419,0.02,1690,1690 - 1699
137,134,161,0.09,1690,1690 - 1699
138,7,6,-0.08,1690,1690 - 1699
139,2,2,0.0,1690,1690 - 1699
140,2,3,0.2,1690,1690 - 1699
141,7,7,0.0,1690,1690 - 1699
142,240,437,0.29,1690,1690 - 1699
143,0,4,1.0,1690,1690 - 1699
144,339,425,0.11,1690,1690 - 1699
145,23,53,0.39,1690,1690 - 1699
147,5,2,-0.43,1690,1690 - 1699
148,6,4,-0.2,1690,1690 - 1699
149,1,1,0.0,1690,1690 - 1699
150,1,3,0.5,1690,1690 - 1699
151,8,11,0.16,1690,1690 - 1699
152,298,483,0.24,1690,1690 - 1699
153,14,15,0.03,1690,1690 - 1699
154,11,13,0.08,1690,1690 - 1699
155,1,3,0.5,1690,1690 - 1699
101,8,8,0.0,1680,1680 - 1689
106,5,51,0.82,1680,1680 - 1689
107,15,11,-0.15,1680,1680 - 1689
109,642,765,0.09,1680,1680 - 1689
110,96,142,0.19,1680,1680 - 1689
113,1,2,0.33,1680,1680 - 1689
117,5,5,0.0,1680,1680 - 1689
118,14,19,0.15,1680,1680 - 1689
119,2,3,0.2,1680,1680 - 1689
120,0,1,1.0,1680,1680 - 1689
121,9,9,0.0,1680,1680 - 1689
122,1,94,0.98,1680,1680 - 1689
123,169,138,-0.1,1680,1680 - 1689
124,136,184,0.15,1680,1680 - 1689
125,1135,1469,0.13,1680,1680 - 1689
126,2,3,0.2,1680,1680 - 1689
127,1,0,-1.0,1680,1680 - 1689
128,15,14,-0.03,1680,1680 - 1689
129,0,1,1.0,1680,1680 - 1689
130,0,5,1.0,1680,1680 - 1689
131,0,25,1.0,1680,1680 - 1689
133,151,172,0.07,1680,1680 - 1689
134,295,503,0.26,1680,1680 - 1689
135,20,46,0.39,1680,1680 - 1689
136,366,446,0.1,1680,1680 - 1689
137,95,122,0.12,1680,1680 - 1689
138,6,6,0.0,1680,1680 - 1689
139,0,1,1.0,1680,1680 - 1689
140,8,9,0.06,1680,1680 - 1689
141,4,5,0.11,1680,1680 - 1689
142,108,489,0.64,1680,1680 - 1689
143,1,2,0.33,1680,1680 - 1689
144,293,415,0.17,1680,1680 - 1689
145,9,37,0.61,1680,1680 - 1689
146,1,0,-1.0,1680,1680 - 1689
147,21,22,0.02,1680,1680 - 1689
148,6,8,0.14,1680,1680 - 1689
149,2,2,0.0,1680,1680 - 1689
151,9,12,0.14,1680,1680 - 1689
152,262,451,0.27,1680,1680 - 1689
153,18,19,0.03,1680,1680 - 1689
154,6,12,0.33,1680,1680 - 1689
155,1,0,-1.0,1680,1680 - 1689
157,1,1,0.0,1680,1680 - 1689
105,0,2,1.0,1660,1660 - 1669
106,2,54,0.93,1660,1660 - 1669
107,12,13,0.04,1660,1660 - 1669
109,641,719,0.06,1660,1660 - 1669
110,33,43,0.13,1660,1660 - 1669
113,4,9,0.38,1660,1660 - 1669
117,0,1,1.0,1660,1660 - 1669
118,18,19,0.03,1660,1660 - 1669
119,1,1,0.0,1660,1660 - 1669
120,0,1,1.0,1660,1660 - 1669
121,7,8,0.07,1660,1660 - 1669
122,2,28,0.87,1660,1660 - 1669
123,142,156,0.05,1660,1660 - 1669
124,98,247,0.43,1660,1660 - 1669
125,1034,1505,0.19,1660,1660 - 1669
127,3,3,0.0,1660,1660 - 1669
128,17,19,0.06,1660,1660 - 1669
131,2,19,0.81,1660,1660 - 1669
133,158,201,0.12,1660,1660 - 1669
134,158,372,0.4,1660,1660 - 1669
135,2,5,0.43,1660,1660 - 1669
136,284,662,0.4,1660,1660 - 1669
137,27,63,0.4,1660,1660 - 1669
138,7,11,0.22,1660,1660 - 1669
139,0,1,1.0,1660,1660 - 1669
140,1,0,-1.0,1660,1660 - 1669
141,5,6,0.09,1660,1660 - 1669
142,30,110,0.57,1660,1660 - 1669
143,2,4,0.33,1660,1660 - 1669
144,248,315,0.12,1660,1660 - 1669
145,0,8,1.0,1660,1660 - 1669
147,2,3,0.2,1660,1660 - 1669
148,2,4,0.33,1660,1660 - 1669
149,2,1,-0.33,1660,1660 - 1669
150,0,2,1.0,1660,1660 - 1669
151,6,3,-0.33,1660,1660 - 1669
152,181,388,0.36,1660,1660 - 1669
153,18,20,0.05,1660,1660 - 1669
154,2,3,0.2,1660,1660 - 1669
105,0,2,1.0,1650,1650 - 1659
106,0,21,1.0,1650,1650 - 1659
107,10,8,-0.11,1650,1650 - 1659
109,532,648,0.1,1650,1650 - 1659
110,9,22,0.42,1650,1650 - 1659
113,1,1,0.0,1650,1650 - 1659
116,1,1,0.0,1650,1650 - 1659
117,0,1,1.0,1650,1650 - 1659
118,8,17,0.36,1650,1650 - 1659
121,10,9,-0.05,1650,1650 - 1659
122,1,21,0.91,1650,1650 - 1659
123,99,139,0.17,1650,1650 - 1659
124,86,170,0.33,1650,1650 - 1659
125,865,1460,0.26,1650,1650 - 1659
126,1,1,0.0,1650,1650 - 1659
128,8,9,0.06,1650,1650 - 1659
129,1,2,0.33,1650,1650 - 1659
130,2,1,-0.33,1650,1650 - 1659
131,5,17,0.55,1650,1650 - 1659
133,143,200,0.17,1650,1650 - 1659
134,100,137,0.16,1650,1650 - 1659
135,3,11,0.57,1650,1650 - 1659
136,195,559,0.48,1650,1650 - 1659
137,18,23,0.12,1650,1650 - 1659
138,2,3,0.2,1650,1650 - 1659
139,2,2,0.0,1650,1650 - 1659
140,1,1,0.0,1650,1650 - 1659
141,7,9,0.12,1650,1650 - 1659
142,15,51,0.55,1650,1650 - 1659
143,0,3,1.0,1650,1650 - 1659
144,166,265,0.23,1650,1650 - 1659
145,1,1,0.0,1650,1650 - 1659
148,0,1,1.0,1650,1650 - 1659
149,1,1,0.0,1650,1650 - 1659
151,0,2,1.0,1650,1650 - 1659
152,145,338,0.4,1650,1650 - 1659
153,4,7,0.27,1650,1650 - 1659
154,0,2,1.0,1650,1650 - 1659
101,45,41,-0.05,1750,1750_1759
105,6,9,0.2,1750,1750_1759
106,15,26,0.27,1750,1750_1759
107,13,21,0.24,1750,1750_1759
109,1192,1091,-0.04,1750,1750_1759
110,198,183,-0.04,1750,1750_1759
111,1,4,0.6,1750,1750_1759
112,7,14,0.33,1750,1750_1759
113,137,206,0.2,1750,1750_1759
115,0,1,1.0,1750,1750_1759
116,1,0,-1.0,1750,1750_1759
117,25,24,-0.02,1750,1750_1759
118,60,61,0.01,1750,1750_1759
119,4,5,0.11,1750,1750_1759
120,4,5,0.11,1750,1750_1759
121,260,302,0.07,1750,1750_1759
122,31,184,0.71,1750,1750_1759
123,158,299,0.31,1750,1750_1759
124,1048,1096,0.02,1750,1750_1759
125,1472,1461,0.0,1750,1750_1759
126,7,46,0.74,1750,1750_1759
127,1,1,0.0,1750,1750_1759
128,16,27,0.26,1750,1750_1759
129,19,24,0.12,1750,1750_1759
130,12,21,0.27,1750,1750_1759
131,7,2,-0.56,1750,1750_1759
132,1,1,0.0,1750,1750_1759
133,390,562,0.18,1750,1750_1759
134,673,728,0.04,1750,1750_1759
135,7,31,0.63,1750,1750_1759
136,731,979,0.15,1750,1750_1759
137,1781,2788,0.22,1750,1750_1759
138,3,4,0.14,1750,1750_1759
139,73,102,0.17,1750,1750_1759
140,13,13,0.0,1750,1750_1759
141,18,13,-0.16,1750,1750_1759
142,2020,2129,0.03,1750,1750_1759
143,21,23,0.05,1750,1750_1759
144,402,445,0.05,1750,1750_1759
145,588,871,0.19,1750,1750_1759
146,0,1,1.0,1750,1750_1759
147,173,199,0.07,1750,1750_1759
148,6,4,-0.2,1750,1750_1759
149,2,1,-0.33,1750,1750_1759
150,1,1,0.0,1750,1750_1759
151,219,281,0.12,1750,1750_1759
152,3324,3214,-0.02,1750,1750_1759
153,23,29,0.12,1750,1750_1759
154,350,405,0.07,1750,1750_1759
155,1,4,0.6,1750,1750_1759
156,2,2,0.0,1750,1750_1759
157,0,2,1.0,1750,1750_1759
101,19,15,-0.12,1720,1720_1729
105,4,3,-0.14,1720,1720_1729
106,3,51,0.89,1720,1720_1729
107,22,24,0.04,1720,1720_1729
109,674,898,0.14,1720,1720_1729
110,191,219,0.07,1720,1720_1729
112,0,1,1.0,1720,1720_1729
113,29,32,0.05,1720,1720_1729
114,1,0,-1.0,1720,1720_1729
116,0,1,1.0,1720,1720_1729
117,5,7,0.17,1720,1720_1729
118,29,38,0.13,1720,1720_1729
119,0,1,1.0,1720,1720_1729
120,2,3,0.2,1720,1720_1729
121,40,49,0.1,1720,1720_1729
122,16,165,0.82,1720,1720_1729
123,131,218,0.25,1720,1720_1729
124,374,368,-0.01,1720,1720_1729
125,1195,1236,0.02,1720,1720_1729
126,3,31,0.82,1720,1720_1729
127,2,4,0.33,1720,1720_1729
128,15,17,0.06,1720,1720_1729
129,6,4,-0.2,1720,1720_1729
130,6,7,0.08,1720,1720_1729
131,2,13,0.73,1720,1720_1729
133,243,268,0.05,1720,1720_1729
134,436,649,0.2,1720,1720_1729
135,1,12,0.85,1720,1720_1729
136,657,556,-0.08,1720,1720_1729
137,445,663,0.2,1720,1720_1729
138,6,8,0.14,1720,1720_1729
139,5,10,0.33,1720,1720_1729
140,6,8,0.14,1720,1720_1729
141,11,10,-0.05,1720,1720_1729
142,583,1452,0.43,1720,1720_1729
143,11,15,0.15,1720,1720_1729
144,345,375,0.04,1720,1720_1729
145,87,127,0.19,1720,1720_1729
147,27,31,0.07,1720,1720_1729
148,1,0,-1.0,1720,1720_1729
149,5,6,0.09,1720,1720_1729
151,30,38,0.12,1720,1720_1729
152,978,1333,0.15,1720,1720_1729
153,12,19,0.23,1720,1720_1729
154,60,62,0.02,1720,1720_1729
155,0,1,1.0,1720,1720_1729
157,0,3,1.0,1720,1720_1729
101,6,11,0.29,1710,1710_1719
105,0,1,1.0,1710,1710_1719
106,8,32,0.6,1710,1710_1719
107,18,15,-0.09,1710,1710_1719
109,673,923,0.16,1710,1710_1719
110,144,211,0.19,1710,1710_1719
113,11,15,0.15,1710,1710_1719
117,3,15,0.67,1710,1710_1719
118,20,31,0.22,1710,1710_1719
119,2,4,0.33,1710,1710_1719
120,1,2,0.33,1710,1710_1719
121,21,32,0.21,1710,1710_1719
122,4,146,0.95,1710,1710_1719
123,122,188,0.21,1710,1710_1719
124,210,292,0.16,1710,1710_1719
125,1105,1155,0.02,1710,1710_1719
126,2,26,0.86,1710,1710_1719
127,2,3,0.2,1710,1710_1719
128,14,15,0.03,1710,1710_1719
129,4,6,0.2,1710,1710_1719
130,1,8,0.78,1710,1710_1719
131,2,18,0.8,1710,1710_1719
133,175,201,0.07,1710,1710_1719
134,397,607,0.21,1710,1710_1719
135,3,14,0.65,1710,1710_1719
136,511,557,0.04,1710,1710_1719
137,278,450,0.24,1710,1710_1719
138,1,2,0.33,1710,1710_1719
139,8,12,0.2,1710,1710_1719
140,8,9,0.06,1710,1710_1719
141,6,8,0.14,1710,1710_1719
142,441,889,0.34,1710,1710_1719
143,0,8,1.0,1710,1710_1719
144,313,323,0.02,1710,1710_1719
145,59,74,0.11,1710,1710_1719
147,23,19,-0.1,1710,1710_1719
148,0,1,1.0,1710,1710_1719
149,2,5,0.43,1710,1710_1719
151,19,22,0.07,1710,1710_1719
152,648,858,0.14,1710,1710_1719
153,15,16,0.03,1710,1710_1719
154,20,32,0.23,1710,1710_1719
155,0,2,1.0,1710,1710_1719
101,64,63,-0.01,1760,1760_1769
104,0,1,1.0,1760,1760_1769
105,8,12,0.2,1760,1760_1769
106,13,40,0.51,1760,1760_1769
107,19,18,-0.03,1760,1760_1769
108,1,1,0.0,1760,1760_1769
109,1574,1170,-0.15,1760,1760_1769
110,206,170,-0.1,1760,1760_1769
111,5,3,-0.25,1760,1760_1769
112,11,9,-0.1,1760,1760_1769
113,296,430,0.18,1760,1760_1769
115,1,0,-1.0,1760,1760_1769
116,0,4,1.0,1760,1760_1769
117,33,48,0.19,1760,1760_1769
118,81,104,0.12,1760,1760_1769
119,10,10,0.0,1760,1760_1769
120,1,0,-1.0,1760,1760_1769
121,473,625,0.14,1760,1760_1769
122,58,337,0.71,1760,1760_1769
123,244,445,0.29,1760,1760_1769
124,1350,1161,-0.08,1760,1760_1769
125,1803,1693,-0.03,1760,1760_1769
126,16,65,0.6,1760,1760_1769
127,3,6,0.33,1760,1760_1769
128,36,36,0.0,1760,1760_1769
129,38,52,0.16,1760,1760_1769
130,25,31,0.11,1760,1760_1769
131,3,11,0.57,1760,1760_1769
132,0,1,1.0,1760,1760_1769
133,505,746,0.19,1760,1760_1769
134,915,779,-0.08,1760,1760_1769
135,4,21,0.68,1760,1760_1769
136,1003,1261,0.11,1760,1760_1769
137,2511,3487,0.16,1760,1760_1769
138,6,9,0.2,1760,1760_1769
139,124,143,0.07,1760,1760_1769
140,18,24,0.14,1760,1760_1769
141,21,24,0.07,1760,1760_1769
142,2306,2193,-0.03,1760,1760_1769
143,25,32,0.12,1760,1760_1769
144,480,431,-0.05,1760,1760_1769
145,881,1406,0.23,1760,1760_1769
147,370,483,0.13,1760,1760_1769
148,4,9,0.38,1760,1760_1769
149,1,2,0.33,1760,1760_1769
150,1,0,-1.0,1760,1760_1769
151,386,696,0.29,1760,1760_1769
152,4334,4042,-0.03,1760,1760_1769
153,30,29,-0.02,1760,1760_1769
154,517,600,0.07,1760,1760_1769
155,3,4,0.14,1760,1760_1769
156,0,1,1.0,1760,1760_1769
157,3,7,0.4,1760,1760_1769
101,110,128,0.08,1780,1780_1789
104,0,1,1.0,1780,1780_1789
105,25,26,0.02,1780,1780_1789
106,18,48,0.45,1780,1780_1789
107,26,18,-0.18,1780,1780_1789
108,1,1,0.0,1780,1780_1789
109,1939,1213,-0.23,1780,1780_1789
110,234,168,-0.16,1780,1780_1789
111,8,11,0.16,1780,1780_1789
112,22,31,0.17,1780,1780_1789
113,834,1641,0.33,1780,1780_1789
116,1,4,0.6,1780,1780_1789
117,94,113,0.09,1780,1780_1789
118,225,260,0.07,1780,1780_1789
119,14,9,-0.22,1780,1780_1789
120,7,11,0.22,1780,1780_1789
121,1726,3772,0.37,1780,1780_1789
122,45,244,0.69,1780,1780_1789
123,323,625,0.32,1780,1780_1789
124,1763,1128,-0.22,1780,1780_1789
125,2397,1612,-0.2,1780,1780_1789
126,37,108,0.49,1780,1780_1789
127,7,8,0.07,1780,1780_1789
128,73,106,0.18,1780,1780_1789
129,65,94,0.18,1780,1780_1789
130,44,40,-0.05,1780,1780_1789
131,5,8,0.23,1780,1780_1789
133,726,800,0.05,1780,1780_1789
134,1126,809,-0.16,1780,1780_1789
135,17,50,0.49,1780,1780_1789
136,1354,2287,0.26,1780,1780_1789
137,4474,3984,-0.06,1780,1780_1789
138,3,2,-0.2,1780,1780_1789
139,542,691,0.12,1780,1780_1789
140,26,27,0.02,1780,1780_1789
141,35,33,-0.03,1780,1780_1789
142,3017,2773,-0.04,1780,1780_1789
143,53,59,0.05,1780,1780_1789
144,526,370,-0.17,1780,1780_1789
145,1704,2282,0.15,1780,1780_1789
146,0,1,1.0,1780,1780_1789
147,1381,2312,0.25,1780,1780_1789
148,19,14,-0.15,1780,1780_1789
149,3,2,-0.2,1780,1780_1789
150,2,3,0.2,1780,1780_1789
151,844,1669,0.33,1780,1780_1789
152,7611,5644,-0.15,1780,1780_1789
153,43,44,0.01,1780,1780_1789
154,1196,1371,0.07,1780,1780_1789
155,8,17,0.36,1780,1780_1789
156,0,1,1.0,1780,1780_1789
157,12,6,-0.33,1780,1780_1789
158,0,1,1.0,1780,1780_1789
101,222,295,0.14,1790,1790_1799
104,1,1,0.0,1790,1790_1799
105,30,40,0.14,1790,1790_1799
106,20,72,0.57,1790,1790_1799
107,23,22,-0.02,1790,1790_1799
109,2040,1020,-0.33,1790,1790_1799
110,238,143,-0.25,1790,1790_1799
111,21,45,0.36,1790,1790_1799
112,35,39,0.05,1790,1790_1799
113,1204,2146,0.28,1790,1790_1799
116,1,3,0.5,1790,1790_1799
117,168,232,0.16,1790,1790_1799
118,372,557,0.2,1790,1790_1799
119,12,19,0.23,1790,1790_1799
120,12,11,-0.04,1790,1790_1799
121,2868,6054,0.36,1790,1790_1799
122,86,243,0.48,1790,1790_1799
123,323,622,0.32,1790,1790_1799
124,1913,985,-0.32,1790,1790_1799
125,2266,1342,-0.26,1790,1790_1799
126,54,124,0.39,1790,1790_1799
127,7,11,0.22,1790,1790_1799
128,142,177,0.11,1790,1790_1799
129,144,255,0.28,1790,1790_1799
130,35,38,0.04,1790,1790_1799
131,3,3,0.0,1790,1790_1799
133,887,690,-0.12,1790,1790_1799
134,1134,658,-0.27,1790,1790_1799
135,31,48,0.22,1790,1790_1799
136,1766,3600,0.34,1790,1790_1799
137,5566,3799,-0.19,1790,1790_1799
138,2,5,0.43,1790,1790_1799
139,1035,2316,0.38,1790,1790_1799
140,38,51,0.15,1790,1790_1799
141,31,33,0.03,1790,1790_1799
142,3357,2917,-0.07,1790,1790_1799
143,69,65,-0.03,1790,1790_1799
144,518,340,-0.21,1790,1790_1799
145,2636,2408,-0.05,1790,1790_1799
146,1,1,0.0,1790,1790_1799
147,2240,3920,0.27,1790,1790_1799
148,23,30,0.13,1790,1790_1799
149,0,2,1.0,1790,1790_1799
150,2,4,0.33,1790,1790_1799
151,1208,1787,0.19,1790,1790_1799
152,8453,5777,-0.19,1790,1790_1799
153,48,46,-0.02,1790,1790_1799
154,1547,1700,0.05,1790,1790_1799
155,15,18,0.09,1790,1790_1799
156,1,1,0.0,1790,1790_1799
157,11,12,0.04,1790,1790_1799
158,0,1,1.0,1790,1790_1799
101,71,69,-0.01,1770,1770_1779
103,0,1,1.0,1770,1770_1779
105,13,12,-0.04,1770,1770_1779
106,13,51,0.59,1770,1770_1779
107,14,22,0.22,1770,1770_1779
109,1683,1195,-0.17,1770,1770_1779
110,159,166,0.02,1770,1770_1779
111,6,11,0.29,1770,1770_1779
112,9,17,0.31,1770,1770_1779
113,529,766,0.18,1770,1770_1779
116,1,0,-1.0,1770,1770_1779
117,69,59,-0.08,1770,1770_1779
118,149,157,0.03,1770,1770_1779
119,11,11,0.0,1770,1770_1779
120,2,4,0.33,1770,1770_1779
121,997,1535,0.21,1770,1770_1779
122,44,198,0.64,1770,1770_1779
123,335,584,0.27,1770,1770_1779
124,1684,1316,-0.12,1770,1770_1779
125,2006,1716,-0.08,1770,1770_1779
126,19,54,0.48,1770,1770_1779
127,3,5,0.25,1770,1770_1779
128,51,81,0.23,1770,1770_1779
129,44,48,0.04,1770,1770_1779
130,34,36,0.03,1770,1770_1779
131,8,12,0.2,1770,1770_1779
133,570,837,0.19,1770,1770_1779
134,934,843,-0.05,1770,1770_1779
135,10,33,0.53,1770,1770_1779
136,1152,1529,0.14,1770,1770_1779
137,3403,3900,0.07,1770,1770_1779
138,8,5,-0.23,1770,1770_1779
139,233,310,0.14,1770,1770_1779
140,24,23,-0.02,1770,1770_1779
141,30,35,0.08,1770,1770_1779
142,2595,2609,0.0,1770,1770_1779
143,44,44,0.0,1770,1770_1779
144,583,420,-0.16,1770,1770_1779
145,1265,1761,0.16,1770,1770_1779
147,764,1181,0.21,1770,1770_1779
148,2,8,0.6,1770,1770_1779
149,4,3,-0.14,1770,1770_1779
150,2,3,0.2,1770,1770_1779
151,558,1062,0.31,1770,1770_1779
152,5842,5067,-0.07,1770,1770_1779
153,41,40,-0.01,1770,1770_1779
154,844,979,0.07,1770,1770_1779
155,6,6,0.0,1770,1770_1779
156,2,2,0.0,1770,1770_1779
157,11,14,0.12,1770,1770_1779
101,12,8,-0.2,1700,1700_1709
105,1,0,-1.0,1700,1700_1709
106,7,34,0.66,1700,1700_1709
107,9,15,0.25,1700,1700_1709
109,725,998,0.16,1700,1700_1709
110,105,134,0.12,1700,1700_1709
113,14,17,0.1,1700,1700_1709
116,0,1,1.0,1700,1700_1709
117,2,7,0.56,1700,1700_1709
118,13,20,0.21,1700,1700_1709
119,2,1,-0.33,1700,1700_1709
120,1,2,0.33,1700,1700_1709
121,16,18,0.06,1700,1700_1709
122,1,137,0.99,1700,1700_1709
123,100,129,0.13,1700,1700_1709
124,168,205,0.1,1700,1700_1709
125,1165,1262,0.04,1700,1700_1709
126,1,36,0.95,1700,1700_1709
127,0,1,1.0,1700,1700_1709
